region_id,region_name,state,population,households,population_density_km2,median_income_usd,education_index,urban_rural_flag,dsl_coverage_pct,fiber_coverage_pct,avg_dsl_speed_mbps,avg_fiber_speed_mbps,competitor_fiber_presence,complaint_rate_pct,churn_rate_pct,broadband_adoption_pct,avg_monthly_data_gb,terrain_slope_deg,road_density_km_per_km2,existing_backhaul_distance_km,capex_per_premise_usd,take_rate_predicted_pct,roi_index,priority_rank,phase
REG-290,Region 290,Indiana,141109,12549,713.868775061556,47786.535858994175,0.45160412584358045,Rural,40.978382601714685,33.68163869116298,47.44113514490952,425.76200217913714,1,14.086200996054878,9.643912928382367,65.47710989161021,477.72681860115256,4.671727601597514,2.7304229087657976,2.9196810229457695,550.3797123249791,112.62430713265319,204.63019368372477,2218,
REG-291,Region 291,Indiana,115274,15545,419.47802354004136,81539.06052002983,0.7156144665285535,Urban,82.09134559077297,8.638213800711,28.14198143691726,610.2893999733728,2,17.732425204046454,5.261932925986859,52.73193482934265,344.8001015393053,9.151832261195649,1.0072201335247017,9.095114449280782,601.4466388430922,126.58359009677775,210.4652049270183,1892,
REG-292,Region 292,Indiana,137452,12768,559.748250206704,66932.6164776318,0.8336985332932532,Urban,51.13317160408652,8.741760846088388,42.722277795284725,636.579726504634,2,12.259379976772623,4.686145211656498,76.98645992401418,316.9484592506844,3.2224135253203365,2.9216908028746635,7.928119134038109,535.6468109142148,123.6588042573978,230.85884530208108,786,
REG-293,Region 293,Indiana,81615,10019,620.8813440565685,73885.77901040173,0.7562479044554433,Urban,50.35544545336918,21.620078166263937,46.72748116648806,371.33666883255046,1,3.8274182615939543,8.1563274886624,84.05301475365594,276.63405291407094,10.32761647343729,0.7479320181524305,1.190127390420566,616.6463638397706,133.8809548959257,217.11139925040297,1527,
REG-294,Region 294,Indiana,109281,27017,184.29311342313736,75478.16254777352,0.4447707228416887,Rural,78.43818856920976,33.72364014409319,37.350706335354545,394.539768576531,3,11.3117098238114,3.296790291957172,67.25616786099232,241.79019671257652,1.834939334143121,1.9137754307314176,6.474849184901976,523.5746668188831,128.68971341483766,245.79056545406632,291,
REG-295,Region 295,Indiana,65565,59041,426.4438995180738,48026.92540377217,0.7774378866124614,Urban,78.10715461287761,6.848668301581762,49.57686915481399,387.7887344707779,1,3.1202634366839583,5.002204507623265,55.611108970176126,229.43271334667233,8.609195495467873,1.4674008032931691,2.3272397621410805,592.9067256550612,121.51725195253891,204.95171785795313,2206,
REG-296,Region 296,Indiana,82304,57147,440.9621180658983,89313.28738266176,0.7401355716510647,Urban,67.60005829409569,20.30649506641991,36.41832808130908,419.71525695180566,2,19.0887114552889,5.191666350168379,65.52415555811847,496.391045476743,5.800311027133828,0.8797667458036467,2.3716947358201566,569.3697594970546,129.38567452709975,227.24367139096202,967,
REG-297,Region 297,Indiana,109751,30787,399.2579631735783,52843.09774983854,0.5819519543174753,Rural,70.25376097384726,25.50235939101727,45.813214033185105,446.66635302310806,0,4.257765646056511,9.475521899636874,58.50722599969484,260.20914901638804,2.271041132985333,0.8879366277231764,4.701990679979648,533.9724763103708,123.01533635807405,230.37767266223577,814,
REG-298,Region 298,Indiana,147749,48370,663.2801974922049,85021.93707856901,0.6707884592281175,Urban,50.70082463145717,10.44295203514074,29.666543607512903,302.1378038626519,2,7.59379013539121,3.1895235372724846,50.077473790796965,431.3012993682925,7.292098399909866,0.7960866615216076,9.751348939243803,585.482430488965,136.43593643097154,233.03164933066773,707,
REG-299,Region 299,Indiana,68516,50443,270.409967577226,85360.31042166622,0.5773768049404095,Urban,85.75130725752973,38.66548729487178,33.9475656260999,875.1157695470466,0,12.919495726091714,9.415767741790132,55.74298834479429,387.61429639707274,5.8313406931059495,2.7536045816818917,1.7154535980081773,561.9450104178215,132.34455862995975,235.51158240831774,609,
REG-300,Region 300,Indiana,129336,57418,625.0535973925857,43794.27618398919,0.7979542235710584,Rural,88.90306386659923,7.171142455541575,40.299005073830145,767.253787499817,0,2.0491576686677213,6.8941532951455775,63.98755364115858,150.13712709218916,5.934140853435654,2.967209722569291,8.476528203074299,562.7115781330666,120.25781195706041,213.71128057475758,1709,
REG-301,Region 301,Indiana,121415,29216,627.5153608637311,79150.04585239755,0.5504436028984427,Urban,81.43103157724732,13.785322980147221,35.665868977406824,782.0805080396422,2,19.99700516313002,3.667012074596898,60.39165173849651,181.61858632945402,4.519951269851147,0.60409359812769,2.928553883238702,561.7532388611355,123.57741879569477,219.98523594848896,1368,
REG-302,Region 302,Indiana,93557,51529,186.0412738827987,67887.3275630788,0.4222001039356579,Urban,48.56133220881975,27.938838233747738,21.05633369388383,576.0432082833892,1,19.61821787366553,6.125495304954164,51.510851697813614,360.28388578031513,0.9155229959157434,0.7830102997756717,5.349565051331257,521.9264540450538,118.24908948260698,226.56274378535232,998,
REG-303,Region 303,Indiana,93008,13952,649.4346528355774,46019.031587062454,0.4284206709826575,Rural,71.06324838872447,37.02150653366193,18.552540890321332,975.4182693182916,3,15.711747205411609,9.36681743506106,59.98229531947849,265.5470266452871,10.71346194597197,2.785166276727936,2.542491303834095,610.7250693669863,110.44011802920193,180.83442709118293,2952,
REG-304,Region 304,Indiana,92473,31507,304.10221398104983,51624.8818591075,0.8620516372129912,Rural,84.73286863206653,27.808095513921568,37.38680769312054,876.7451569505773,2,15.548667033097376,3.4944932495408434,73.83846459570958,209.91794006517048,9.616346268052068,0.6491495113584207,6.536277599227162,611.56823434718,113.37350730307585,185.3816155512012,2895,
REG-305,Region 305,Indiana,88433,50843,56.48083770656785,71900.57686759665,0.43251174611969634,Urban,56.963985970348325,29.357480802823652,14.964178452817812,706.7335927323189,3,5.986087848058286,3.4225727042865266,68.79463085448148,431.901553394646,1.3336674934652484,1.8907967595051969,7.775055507726334,518.6254506582881,131.1614181553517,252.90200854753527,159,
REG-306,Region 306,Indiana,65126,57741,267.70424332575544,67656.38923664294,0.7158931087528084,Rural,81.115811984175,14.949720953552372,12.277791134504227,549.665011610194,2,8.996617881372291,5.1046360816531005,76.4731673069626,238.11313671581578,4.260998814951165,1.4573680878008646,6.409825396523609,549.471672636572,126.63090031322363,230.45937874395037,809,
REG-307,Region 307,Indiana,102726,17164,693.479117562241,70611.20221227495,0.8370279142102764,Urban,82.54690876095839,37.48897864122258,14.278702472941394,325.2493859413198,2,13.112116926872718,4.985985130762542,60.86794603325882,472.38310857704477,7.081378750901532,1.3915435285696958,1.0545706497000755,578.0000521099356,124.8159075646393,215.94445728682965,1594,
REG-308,Region 308,Indiana,111828,14781,142.57540474277192,58924.55093676161,0.6868005375495425,Rural,44.3515595635031,20.297311620754613,23.882510170787896,795.1352775812227,3,14.471342697808604,4.904994562864678,88.91057036742698,371.262057255167,2.4298908966862487,1.6627145857511612,9.532990955003452,530.3131702752652,117.88520131013392,222.29355768958982,1243,
REG-309,Region 309,Indiana,83689,26994,223.33539378352,86213.35905004031,0.40390419089476093,Urban,84.63786027874121,30.54487285730558,27.431663367034727,992.7984901762949,3,4.179263287737569,9.214056208183537,62.06788711294949,249.211536284712,4.769803580840648,1.1937000260178061,2.9609531576784187,556.0753498588721,139.7632688948301,251.33872402418308,187,
REG-310,Region 310,Indiana,32658,12884,444.9181567584661,64284.39919828202,0.5241671175240357,Urban,60.06148390183787,39.82921369482051,16.696240434960913,874.8447648484653,2,19.610433204712866,7.956468991206356,53.82165345724993,261.80198389690094,10.454349567553656,1.4604635746074979,9.72617710561493,611.3906366613619,116.45385303537071,190.4737267016282,2784,
REG-311,Region 311,Indiana,107701,57550,434.9245845437589,61870.2659912773,0.6297011150299647,Urban,56.43043852200848,30.692124426381874,32.090668628299866,675.6149012741739,3,14.925119829159605,8.925804421828833,83.70465726878122,210.4868815915498,9.54133369935505,2.9133701541784824,8.746895313074607,598.8457878908928,118.99503713231097,198.707312531004,2498,
REG-312,Region 312,Indiana,31706,19800,443.2791300660166,60041.095845256605,0.45451849788126103,Rural,70.92472289818569,30.28578273161607,40.48807117882485,502.2850993816088,1,5.426085577646683,9.940578451752879,60.91004491783145,225.50811078133532,5.154616767184654,2.73391911201343,1.7220087308017173,555.2039203668908,125.67967946051095,226.36670032419636,1006,
REG-313,Region 313,Indiana,100838,39644,731.4499775873966,41425.56645142151,0.8543861862255973,Urban,43.3210206173948,33.3584459534486,16.82750613219444,842.9023302779353,1,16.17554634159862,8.212162832782596,80.4039148840067,436.0405079535925,0.29993822898394207,2.5972537088112513,4.548408055246611,506.8496029926051,107.77234615243185,212.63180540363217,1786,
REG-314,Region 314,Indiana,79718,33340,223.1409186956076,72833.97066157717,0.8375230322431064,Rural,82.99499032458519,16.66044447631206,28.680687088551046,404.41412204341657,0,7.3024449190515295,5.811278293359285,81.08865950910182,316.12681693667184,2.1566305056370387,2.122365824853348,7.122949712814087,526.2780281169747,130.57502939554735,248.11035692055282,247,
REG-315,Region 315,Indiana,55419,19543,96.62396032002425,67515.75112308735,0.8952182218689542,Urban,52.31370544455277,22.547230238867492,48.56421639164562,383.49799655880554,3,16.251736419855582,8.022449631863134,68.97049023587448,248.0415071939171,9.606713963434345,0.5524196783138708,8.123147038431597,614.1693188154375,120.7564864256592,196.61758203513818,2591,
REG-316,Region 316,Indiana,43474,59474,280.93622922462123,61996.64866752817,0.8372271909847018,Rural,68.83186272655173,11.756815200861139,27.280208005464797,799.7535974098,0,15.883662127951833,3.39082531132378,85.87557449951412,207.53389156783436,8.860880220131177,1.0882212201912338,6.445852259654685,597.7981102339585,118.29139463140262,197.8785021336171,2535,
REG-317,Region 317,Indiana,17765,29059,54.296658581499386,76968.85497049282,0.42058019524730694,Urban,56.58639023352798,10.072016413977476,26.9242825994081,341.2875404292647,1,10.227329002003403,3.538724923541909,62.907677963806,246.2999810368536,6.064913604224513,1.3212908982434821,6.27865940668721,568.2174921198462,130.30256428364368,229.3181151420111,871,
REG-318,Region 318,Indiana,114547,32394,96.73792835519258,74307.15989411107,0.854926901012977,Urban,81.78065148475321,35.82177635289634,17.714903391963208,784.4549482505404,1,18.213507799248344,5.417849304480486,77.24584388042557,152.29710583287903,8.702368017628471,0.7889976860360091,3.5159936426564906,599.6979885766564,122.58277370765686,204.40751185208907,2236,
REG-319,Region 319,Indiana,45370,23695,741.2819395967055,57815.141050458624,0.6985815569025287,Urban,40.60042027221668,19.24652111716241,47.76337694086201,976.7230297956374,2,11.162320889040371,7.490583780827554,69.61769416826857,488.4681391534389,4.159509654078564,2.512425078454293,1.455431205175965,545.5753147314718,119.97771381399701,219.910451544255,1373,
REG-320,Region 320,Indiana,95633,30513,484.59647850852525,87137.93857603196,0.8481283254701828,Rural,67.74452386172737,31.678803423647388,13.99146710345942,307.2580514098873,0,16.114774962449516,4.5903706580887125,81.32626053963413,234.1584010376732,10.828606226791933,1.6240310901641908,1.3993645467792795,614.4435798552144,130.67714931805637,212.67558747842844,1781,
REG-321,Region 321,Indiana,78578,12704,196.18204733108,68102.03951221591,0.41850615580806316,Urban,87.22595472164691,27.159461146328642,49.794693240522115,953.7454115726978,1,6.65269399672588,6.813873354706754,55.618157932363395,266.6660742130013,6.31687942300648,0.6775301629900078,2.7632080920913125,577.9282847239921,128.72886455872725,222.74193522160937,1217,
REG-322,Region 322,Indiana,147985,51154,210.11801158921295,76292.38815849448,0.6645654350938315,Rural,42.04380941453147,8.228980293654377,34.16320931265667,373.9356964073139,1,8.19658245259754,5.512276244705202,55.857896211723634,302.41302805908003,4.622016730732815,0.6647881713975639,4.736356517885258,561.2625528825367,131.5889281171692,234.45164378302758,647,
REG-323,Region 323,Indiana,69937,35955,75.34342662128145,57213.02875725135,0.8678607782355283,Urban,52.12887204454408,24.729042696068905,23.664093970828446,486.4725327684339,0,4.738114964312098,7.1438139344413445,70.33387882845801,267.99806917174044,4.998747899345823,2.904972732074357,6.407230137739193,553.4298520972014,124.81602240717599,225.5317849844753,1054,
REG-324,Region 324,Indiana,85851,25031,84.1338580470636,67003.92571423476,0.4780516886119056,Rural,51.317694342725375,35.725236643311895,11.035680969874297,350.7564712484017,1,14.990457580645172,7.226838534662762,86.77318523798364,342.4138636816065,9.33470299790414,0.5662703276113707,8.377219286999985,611.0064401801405,121.50959679260126,198.86794770408162,2489,
REG-325,Region 325,Indiana,89946,27604,322.2940055783499,42940.51874651124,0.490941849965483,Urban,64.20580009042112,23.90031432764452,18.528221765661872,331.72765580561736,0,7.891382437679091,4.201421129679733,88.98397911257175,330.44793609485663,5.875567792089699,1.9616915029090527,9.033860931123655,563.8533194130331,115.15715342311235,204.232465179047,2245,
REG-326,Region 326,Indiana,39626,36280,323.6508585042793,82257.02927344738,0.8919659326661894,Urban,58.73152285969307,14.085363380998908,21.168138940705834,882.8496260201345,1,5.683750524051053,7.052148137665202,75.94352574335811,169.3011626665332,8.528758892130195,2.428298644844508,5.170743264412885,589.405698537362,136.58151421748283,231.72750883884612,750,
REG-327,Region 327,Indiana,134764,26415,136.9289725773331,62076.4966258475,0.7270530711538126,Urban,64.05439887464257,9.020112531692272,22.369301464285552,740.1176468406122,3,5.1586708639881325,5.119608332700375,80.76404328517623,169.54947975924028,2.8108244946631413,0.50462462415199,7.122262071033871,547.9249552722616,126.91131162173325,231.6217036668307,755,
REG-328,Region 328,Indiana,57888,11510,481.4582991511531,55190.18171511928,0.8400036510601905,Rural,52.345487037075706,20.571379123134193,14.659655008156221,616.2309349959723,3,17.50115575148322,7.545999091443017,78.61342795673778,173.82188729415702,8.73466123919738,1.0061854577331462,5.3991457135937,597.2851380615151,113.59416625637306,190.18414994393157,2789,
REG-329,Region 329,Indiana,25358,18892,86.5640508465111,73742.97802384419,0.760681287491273,Urban,82.32370539034214,6.593028122255814,44.018800581286676,332.34498287975225,2,6.970418413151134,7.681502974313913,87.97545171003782,203.7603403454609,5.322453510414267,1.998417125615001,5.3031541922773995,558.22849542445,131.29515428140118,235.1996635026141,617,
REG-330,Region 330,Indiana,58363,28639,128.47227182436194,41208.75139903914,0.435129528929789,Urban,71.13824482413605,31.73861825199647,24.95153454736918,528.0207294499025,1,3.187105438008996,9.738354989634896,61.226667602701994,217.3838317289503,7.077296642274112,1.9507655855032175,7.891421321865763,575.8991589669982,118.05469134911237,204.99194956434633,2204,
REG-331,Region 331,Indiana,54743,9217,196.40735225411132,53880.0262223017,0.6884802123004642,Urban,83.70414400547511,17.17167567486796,47.81467805534131,339.4562564188298,3,4.93325538800299,8.50094594586474,89.84808418483492,250.86170633486174,2.9533593602723713,1.3597789812779297,4.37542662970793,536.8877299275858,122.99340880074845,229.08589998385236,879,
REG-332,Region 332,Indiana,19291,8708,116.06180156851241,78389.39364157878,0.7894557339231779,Rural,76.80768954363096,35.10037425783243,20.55072126075078,761.5939097392582,0,15.440996218523633,7.248624054951164,62.697056844334526,297.6914110130063,10.08353212055238,2.5403365586654334,9.952681526924735,604.7718074816783,126.84189984597047,209.73514022446093,1937,
REG-333,Region 333,Indiana,58643,19901,762.1555029224427,77548.57697168739,0.5335680858975506,Rural,49.74419835198558,35.60009284207966,20.161698293599642,440.2377385635033,2,14.320933007732846,4.5928519689083505,75.62666389633861,322.93252721673923,5.484015729342554,1.248816321142129,7.162625386908108,562.8477400185251,127.31754207965741,226.20245765838376,1020,
REG-334,Region 334,Indiana,111532,18984,447.3793328823246,55820.801386756,0.6899567301756284,Rural,42.02888873090246,27.80738254916027,33.820189852251175,791.2140964826241,3,18.559467596626032,4.655245172527708,83.97426292209734,306.86001847868954,9.523717014199132,1.6198631431547748,6.7736414123046,601.4105311708277,113.06282661607716,187.9960871253221,2847,
REG-335,Region 335,Indiana,11804,54268,136.78467042385253,64917.09008640448,0.79021414185264,Urban,62.663155248533975,27.98886328516424,10.855756619439308,586.4906291610283,0,15.521211209057352,9.015595178360872,72.52251258435025,156.76965467293923,8.129410148634179,1.1299729291353922,8.635425706802083,590.143871018123,120.04157607595636,203.41069690151866,2290,
REG-336,Region 336,Indiana,38009,58562,694.8182733199333,50187.43359424332,0.5453311652754274,Rural,69.45654170466618,16.813740941355466,44.15985748874931,825.6367478644264,3,14.92362406333947,4.808172011816166,75.90117145832646,218.86244585313352,5.357113809425892,1.671805640274223,5.283371737624831,559.5526946574727,113.15481754645008,202.2237023015629,2340,
REG-337,Region 337,Indiana,46244,30662,689.0926655356625,71159.64126392944,0.723081578566789,Urban,76.00764618261903,20.476894444599267,42.11273675544727,347.50811074569225,0,2.2421806464940284,4.634144916245779,56.76546077553664,230.0125030745859,1.1740527001741845,1.1312040135617902,6.244159197779102,520.5806653676881,133.78607611476951,256.9939396813285,96,
REG-338,Region 338,Indiana,103587,7330,501.9487662142395,52486.7553174454,0.5330570437592319,Urban,81.33685759837313,35.09632689168272,19.34714026231898,377.0672350007879,0,4.156016203910835,5.869971754856722,71.70873182294937,265.0629236789531,9.238558264067521,1.5957987116241987,7.540085796478381,598.6520371296766,122.91856469559403,205.3255598777293,2185,
REG-339,Region 339,Indiana,142795,37750,777.3432914555592,47795.98622348816,0.7461364113862764,Urban,74.91165316163139,5.78988109424066,40.498133695868354,733.9264871809551,0,11.792767006264258,5.72620355299215,83.18281785286229,189.3253363738033,5.7720114351269345,1.4337590391400479,4.031882647702568,564.6947870312741,114.46377950673266,202.70025885752224,2325,
REG-340,Region 340,Indiana,138653,42730,597.0435824354868,73154.2310455039,0.7208902757788552,Urban,46.78843433019457,35.12493437792003,34.41427605506285,376.44147628681856,1,14.665621973320073,6.672024556280382,85.11408387557682,256.116254128827,7.29052508620331,1.886770422259177,3.715842508040036,578.2053127466296,124.84461794409589,215.9174521435139,1596,
REG-341,Region 341,Indiana,80567,41354,545.5916279633357,50369.998613782765,0.6244460431613265,Urban,71.15033765384278,25.62256360946124,12.885339363563881,498.6416320758848,2,19.855495612408692,7.1084286633365945,73.12014347395335,262.1356477301226,11.142934832525098,2.092152623310545,4.877490707557495,616.2091143368608,109.30060281696443,177.37582952597074,2978,
REG-342,Region 342,Indiana,43015,9937,143.24417348603168,48916.096223778084,0.4701083058802517,Rural,78.46892074434481,21.089481520486817,14.778332566074134,308.45674733324836,0,6.10101668247425,3.7050639741332514,64.20456580823763,415.1565840127501,9.865572320643981,1.2567353346827073,4.733722690614025,606.6128480870932,119.57723476590964,197.1228191802848,2572,
REG-343,Region 343,Indiana,45657,7565,423.39757691498755,85893.12439951139,0.794792463003688,Urban,74.07414815404495,13.541639397449657,40.18386590467877,543.0113919854173,2,4.596032352748155,8.153727253010901,69.2183350761305,306.59252737566175,2.0766329873171516,1.5028548936909307,3.829729741119021,527.4203322269454,139.26973631755718,264.05833792852405,35,
REG-344,Region 344,Indiana,13483,42923,276.73254597376297,48550.868076724444,0.6768018369145476,Rural,70.41122635170645,22.325183501019072,39.2481781229058,783.3617066813886,2,10.055048207261922,5.520812258786027,77.15531465054376,376.30893332032934,11.62996825428241,1.9406505226435298,1.6711023120852593,621.4525938389694,116.23139547255268,187.03179715534426,2873,
REG-345,Region 345,Indiana,88026,7124,759.5452073677275,54012.43624083996,0.4383425456458562,Urban,82.78368977414183,36.09094295377433,24.152626340944074,746.6736719680346,2,8.73533546662325,3.467208659534823,54.95088562328316,341.84906663482917,1.0079413226008667,2.897121059224916,5.973398718250675,513.5311157249976,120.01794974712138,233.71115414823768,681,
REG-346,Region 346,Indiana,17492,59639,649.881386056581,65985.73269600925,0.45411482202391384,Urban,83.48773280781248,37.6084240848504,38.42574378725091,987.7793318979102,0,8.894632961065902,6.444434869503194,77.28031813870494,460.53725093207333,1.6806505477045794,2.903153486804527,2.872450837852419,520.2510357250854,125.8771599791519,241.95465522469186,390,
REG-347,Region 347,Indiana,92806,19666,460.0489163524064,73278.16600060527,0.781987262963441,Urban,47.574230934081086,5.561990266755463,33.8386617266339,872.6085707661671,0,3.117251440475262,8.006950441629662,82.6619564606893,426.6893094036401,7.335783939047414,2.359592923488246,9.779455271207011,577.5958585421915,134.14528184792243,232.24765182093762,735,
REG-348,Region 348,Indiana,70782,8603,620.1199269508826,69892.24621363917,0.5915734175523151,Urban,67.81957629090664,37.37250765680052,41.167747596825855,692.1889147062788,1,19.851149195451796,6.337567484704006,83.70883137269361,160.1608048630244,7.699009278393982,1.0086912466219227,3.04582867999596,586.9039291867932,119.06520375045815,202.87000619578984,2318,
REG-349,Region 349,Indiana,115095,16688,389.2211585877998,43723.1306767515,0.8571202737804793,Urban,71.19099550547247,27.725998977584872,11.610332178615849,742.8034968045567,3,15.031377739360266,5.806444302071421,77.22493522239445,173.15034859595474,0.5013569565392118,2.3396078360136743,6.5134017492055705,509.28779016171154,109.83646314688752,215.6667905036791,1610,
REG-350,Region 350,Indiana,48679,46597,688.1051503850288,60956.17113229363,0.42214899907940956,Urban,65.52886292003593,39.20661683533557,13.09201694839265,515.2629391260268,3,11.995340867916852,5.9749776852021395,75.4877383322048,208.35025623892082,3.0076997114489634,1.702754619437795,7.5767746417060895,535.949833920125,120.88181287181334,225.54687998994493,1052,
REG-351,Region 351,Indiana,123452,12549,200.09933920289825,40471.84770645072,0.6702150879780508,Urban,64.74884832128681,21.322835682470497,35.784513424376385,472.2246864113041,0,11.619193826612952,7.5975448552722,75.5969458148963,351.3611100896523,10.982636990109254,2.3397378916458833,1.3433151289658638,614.1003529124825,110.940568791935,180.65543891284085,2955,
REG-352,Region 352,Indiana,106980,33873,193.90343753791586,55026.91908204382,0.5777673805355048,Urban,85.03040222191291,29.78371052873476,26.391921980957033,741.5727502457167,0,7.333116156129988,8.326485000027217,73.81430671574279,463.2000219229286,4.063257423721321,2.0718496976000513,3.6073997284363957,545.4591791842727,121.64696661611792,223.01754422400487,1194,
REG-353,Region 353,Indiana,44892,38528,379.7743737433168,63615.47551001645,0.6515405665479717,Rural,54.09379199756241,33.618426680948104,25.752540395888985,516.929182677015,1,9.982392227763217,4.899605523267934,80.19299507061913,172.36355879308815,11.94418887699317,0.6561848127113363,8.064054007858308,634.6814978042833,123.82182397279765,195.09285271615178,2644,
REG-354,Region 354,Indiana,16217,52538,768.539812313773,40604.92780227864,0.7450775195234851,Rural,53.02415895594735,22.146906809202743,41.185357402951965,790.752475530253,3,13.401523417097705,3.1756469747240152,50.60271443360347,390.3800645416238,3.5486937962511016,2.830184932224518,2.7007366698879096,539.0202759737978,109.58124516746115,203.29707443656162,2296,
REG-355,Region 355,Indiana,87504,21599,696.2991877806024,52036.23380547325,0.6155699203626139,Urban,74.82873560274804,36.92049726392459,10.499985823922572,863.8714135892261,2,3.066038961114062,7.686868885289751,50.09955517244775,281.19618816721203,3.813865545848923,2.721212419100635,2.9605680959743883,541.8134880183469,123.56528573384537,228.0587110996048,927,
REG-356,Region 356,Indiana,33683,49680,75.68860033867884,85069.21377935974,0.5073743922450746,Rural,72.7985464693136,30.629968231781362,41.60672714376296,522.9912836466326,2,11.040394647935962,3.752625218504542,78.56159919759492,386.4193975878945,11.75882750739746,0.582259223828338,3.798129983849063,634.7627561139661,133.7022911713311,210.63348453185873,1882,
REG-357,Region 357,Indiana,16211,47735,444.7613979522592,78558.76670827932,0.4600604598778434,Urban,54.75790439194859,37.08176774888119,47.97439897919314,595.6739095826065,2,7.4882470769822795,5.735642683290795,77.31793109844337,212.75485175193856,4.280570670896466,1.7429691650418335,5.938732208383823,548.5430428595786,133.28878569255383,242.98692222530732,361,
REG-358,Region 358,Indiana,68513,33288,79.24454896207216,85318.1146239289,0.5194344451256883,Urban,63.106374908882444,36.84649041245861,24.640637541102617,966.0904721700613,2,14.314981803957117,8.215390638359523,75.13991652054123,324.0852644421489,2.4333914290737577,1.3401852114938295,9.73670517852714,531.7955695263252,131.20707186879875,246.7246426773845,273,
REG-359,Region 359,Indiana,46320,30708,688.7226642475928,68525.35933509366,0.5949923957897083,Urban,67.11130715560226,30.064935452687518,38.45724047276667,833.4884496932996,1,10.319043560435635,6.481258739737459,65.94780114564499,490.86721428635326,4.806015780960857,2.9060230846000246,2.6916056709899414,551.5012867025596,126.00744481919833,228.48078120107405,905,
REG-360,Region 360,Indiana,21353,27212,574.1913250836202,58986.04235694198,0.5565693463137908,Urban,54.05963209418902,17.84488773049416,42.63683374512061,368.490773715532,2,9.1623941060756,4.621160152758052,53.28468541749463,214.9870100564002,3.5168397700019147,1.3113653515143238,1.3769802911766096,542.7940376396838,122.16310589361052,225.06346315967554,1084,
REG-361,Region 361,Indiana,130087,47096,268.4122343229862,52368.06063345396,0.8371924515591389,Rural,79.17029866722395,20.701844842036746,37.86464234267866,954.4104823760986,3,4.45801769584117,5.701705405066486,81.73437260648016,217.4476378095229,4.684570202674648,0.9601005319853724,4.747426587989784,557.2612779657799,122.61761616005404,220.03613207731922,1366,
REG-362,Region 362,Indiana,37000,29453,98.06097183414559,42857.13010701779,0.7543570127554875,Urban,64.61817754758582,8.030370542928528,18.401292345826032,338.97269015134157,3,5.486819674721003,3.103152743690343,84.61394493846159,190.83825399288554,4.712452823865965,1.3740438794259195,2.0576139645430462,554.4023161970603,117.03910931373208,211.1086225551247,1859,
REG-363,Region 363,Indiana,111552,43851,788.771796418343,59026.72256024868,0.720623362153074,Urban,77.69114793039292,16.746594000906757,26.240011870760725,917.5298696104643,3,11.674944374812078,4.331977785740632,54.422646479945705,275.0745883253018,11.652239515099616,1.5992590102670239,8.308735548992818,622.7752909832544,120.17340578027468,192.9643123614324,2714,
REG-364,Region 364,Indiana,41567,58864,132.35089955735094,73632.47296747394,0.5921408278469921,Urban,59.949773022822235,11.42108263543697,30.42196776239864,659.3613718926024,0,2.3243025501074692,6.5370630820675135,68.99513118052148,151.08740640076644,7.691327832208154,1.8465994548509206,2.7989288140038773,582.3286378759526,134.95679444365098,231.75366222054052,748,
REG-365,Region 365,Indiana,62794,55967,462.3854503745365,70695.4823136417,0.4173646615624259,Urban,78.30205975551594,17.271880902248473,19.46829111104496,821.7491619842245,2,5.599332321619816,7.7052887780905355,69.9711970745286,365.5969178218676,0.70513719608463,0.6141591722766446,9.212975941822373,523.3337958851373,130.868275299525,250.0665470652087,212,
REG-366,Region 366,Indiana,123077,48099,178.90092509859545,62593.12458987669,0.42385499723699166,Urban,68.33133949621106,27.35223845860779,45.303900109330954,733.9925776256408,3,16.477601167256076,4.101492957082185,89.10590935025584,461.34326012363476,0.08086601318700914,0.6350682056112101,3.396363263760873,516.5550003070575,118.11448136113349,228.65809311868495,900,
REG-367,Region 367,Indiana,18741,49005,597.9635783426746,87974.75008918095,0.8748042536475777,Rural,74.19054149627124,22.92490563163165,32.89018086963675,968.2229998350277,2,13.895438354727021,5.88031371592534,74.22076160084346,255.27023782599366,7.001909685527092,1.6039243759691144,2.343763274054136,576.2538047690764,132.87102436080886,230.5772617224707,801,
REG-368,Region 368,Indiana,124938,27453,649.4851780363882,41123.868770852234,0.4073829108013443,Urban,40.27119940798778,36.54686645483985,15.34659221503642,594.8439077610808,0,12.83428894430034,3.969345378799253,64.04164240863649,490.9123025573306,9.576428822770833,2.334442841119282,9.506628881461452,600.0479656105332,110.29450322998584,183.80947782693346,2917,
REG-369,Region 369,Indiana,117000,34926,71.61345106936197,86006.5154093107,0.5655450491959899,Rural,45.589945418390094,16.634347194382066,23.88211808893685,901.8487051294878,1,7.0587283767861635,3.608793458683483,76.35916946341435,452.24442258866975,11.708098872346302,1.7600022117944163,4.0653577690308875,622.7627997649414,137.35627500322641,220.559537363296,1336,
REG-370,Region 370,Indiana,98341,30024,162.1772673690241,46949.61760864633,0.5632773530976721,Urban,49.147072172490596,5.626103155065688,31.47011178854006,838.7620821975572,0,13.890387791051856,3.8418363133136646,88.34418848781966,172.25309526099795,5.168424308697456,1.319118821897216,5.496832161743354,559.265061307442,112.36249857148168,200.91099256013277,2395,
