region_id,region_name,state,population,households,population_density_km2,median_income_usd,education_index,urban_rural_flag,dsl_coverage_pct,avg_dsl_speed_mbps,competitor_fiber_presence,complaint_rate_pct,churn_rate_pct,broadband_adoption_pct,avg_monthly_data_gb,terrain_slope_deg,road_density_km_per_km2,existing_backhaul_distance_km
REG-172,Region 172,Indiana,118618.00,22335.00,439.76,49023.52,0.63,Urban,76.71,11.49,2,15.47,5.68,66.93,453.53,3.22,2.04,2.83
REG-173,Region 173,Indiana,62746.00,5568.00,461.31,53868.27,0.53,Rural,64,40.2,0,17.3,9.1,50.17,470.19,6.47,2.67,1.78
REG-174,Region 174,Indiana,54212.00,26648.00,794.78,58970.90,0.55,Urban,66.93,38.66,0,9.84,3,65.99,188.98,11.38,1.77,2.62
REG-175,Region 175,Indiana,137257.00,23128.00,259.94,55729.70,0.68,Rural,63.33,46.61,0,5.7,7.08,84.55,284.45,2.98,2.4,5.98
REG-176,Region 176,Indiana,15029.00,56212.00,626.98,73454.96,0.55,Rural,47.99,11.16,0,6.38,8.14,73.75,361.51,11.97,1.79,7.77
REG-177,Region 177,Indiana,138312.00,39529.00,63.36,67616.83,0.53,Urban,68.91,12.12,1,2.94,9.38,62.8,498.04,3.49,1.11,8.66
REG-178,Region 178,Indiana,134462.00,21425.00,708.36,51885.03,0.73,Rural,45.03,27.83,1,8.49,3.11,82.2,467.47,4.33,0.86,6.49
REG-179,Region 179,Indiana,61903.00,49449.00,669.58,83700.35,0.56,Urban,57.78,39.64,2,16.56,4.48,78.32,336.51,0.56,2.42,3.81
REG-180,Region 180,Indiana,91638.00,31202.00,364.35,80489.57,0.52,Urban,65.56,45.69,2,16.31,9.51,85.46,415.6,0.1,0.56,6.73
REG-181,Region 181,Indiana,12128.00,47112.00,323.54,58222.93,0.78,Rural,47.73,20.96,1,9.76,4.52,66.39,282.06,9.14,0.54,5.39
REG-182,Region 182,Indiana,116647.00,43375.00,377.75,66850.93,0.87,Urban,42.55,14.19,1,2.05,8.26,72.45,368.56,8.55,1.55,4.11
REG-183,Region 183,Indiana,118214.00,20744.00,386.22,70166.69,0.89,Urban,69.54,49.63,0,14.4,3.55,76.46,255.18,3.28,1.24,6.03
REG-184,Region 184,Indiana,35148.00,30618.00,759.41,52400.91,0.76,Rural,73.35,19.8,2,2.63,8.22,79.25,206.27,6.84,1.86,3.79
REG-185,Region 185,Indiana,147061.00,50011.00,59.08,60299.88,0.88,Urban,54.95,16.15,1,3.17,4.36,87.6,418.73,11.63,0.81,4.9
REG-186,Region 186,Indiana,36981.00,42273.00,300.73,80634.08,0.68,Rural,42.09,16.76,1,14.7,3.88,78.62,259.21,11.19,2.24,9.17
REG-187,Region 187,Indiana,122215.00,50961.00,125.7,77101.53,0.48,Rural,67.95,16.22,0,6.13,3.19,76.03,372.2,1.26,2.81,3.3
REG-188,Region 188,Indiana,86338.00,26833.00,462.71,43603.56,0.78,Urban,59.38,27.63,3,6.32,7.34,51.89,340.29,7.11,0.57,1.4
REG-189,Region 189,Indiana,96290.00,39486.00,465.3,77625.88,0.86,Rural,88.56,34.54,2,19.34,9.45,82.19,456.8,3.35,0.79,3.53
REG-190,Region 190,Indiana,23063.00,32181.00,781.58,44226.92,0.52,Urban,56.41,35.76,2,12.15,4,57.36,162.72,4.78,1.68,4.84
REG-191,Region 191,Indiana,117492.00,16577.00,460.84,78147.58,0.69,Rural,43.12,47.79,1,18.46,6.2,86.42,407.87,5.52,2.68,3.72
REG-192,Region 192,Indiana,40440.00,52132.00,128.9,64062.37,0.79,Urban,87.36,24.99,2,3.03,8.91,78.83,351.95,10.5,1.5,7.16
REG-193,Region 193,Indiana,72450.00,36521.00,285.65,51152.04,0.89,Rural,52.86,38.99,2,11.34,3.83,51.68,461.81,9.25,0.52,9.47
REG-194,Region 194,Indiana,66024.00,57893.00,402.9,53742.89,0.84,Urban,62.48,40.97,3,11.44,7.72,58.36,372.78,3.69,1.63,1.38
REG-195,Region 195,Indiana,18254.00,54745.00,329.19,89779.70,0.89,Urban,50.88,26.05,1,9.65,6.07,51.03,456.26,6.31,0.91,8.07
REG-196,Region 196,Indiana,58486.00,51266.00,487.41,85774.92,0.48,Rural,81.18,46.53,1,16.91,4.79,79.12,424.06,3.36,1.11,1.89
REG-197,Region 197,Indiana,30862.00,16362.00,315.29,62806.42,0.41,Rural,89.59,40.87,0,6.03,4.88,72.74,268.02,6.05,1.95,6.35
REG-198,Region 198,Indiana,29319.00,19948.00,542.78,85117.16,0.77,Rural,73.44,33.23,2,14.99,7.68,54.77,227.41,7.59,1.33,7.1
REG-199,Region 199,Indiana,130150.00,51351.00,664.84,57510.57,0.5,Urban,52.8,40.78,3,14.96,9.46,73.37,452.47,10.19,2.22,2.58
REG-200,Region 200,Indiana,40338.00,33003.00,755.32,74736.32,0.83,Urban,74.18,12.5,2,14.55,6.24,52.8,255.66,10.01,0.79,5.29
REG-201,Region 201,Indiana,148210.00,5462.00,627.98,69151.38,0.63,Urban,65.37,38.89,2,12.69,4.09,58.4,262.36,11,0.78,1.42
REG-202,Region 202,Indiana,85255.00,58857.00,231.81,52733.93,0.8,Urban,50.23,24.75,1,18.88,6.67,88.18,469.05,0.55,1.36,3.6
REG-203,Region 203,Indiana,112962.00,52630.00,571.19,61502.09,0.47,Urban,73.75,13.68,2,9.51,5.51,89.47,281.31,10.84,2.89,8.82
REG-204,Region 204,Indiana,90340.00,14747.00,203.22,69588.50,0.54,Urban,69.1,14.8,0,11.99,9.77,62.82,276.77,8.57,0.81,2.91
REG-205,Region 205,Indiana,71446.00,8934.00,473.63,67364.32,0.57,Rural,53.75,26.28,3,7.45,8.02,50.03,253.91,8.65,2.5,8.28
REG-206,Region 206,Indiana,65468.00,38660.00,765.74,65564.77,0.81,Urban,87.27,11.37,3,5.09,5.4,74.56,334.33,10.77,2.94,5.11
REG-207,Region 207,Indiana,145925.00,49016.00,515.34,54399.50,0.6,Urban,70.07,16.2,2,16.95,7.68,67.14,267.34,4.53,2.73,9.32
REG-208,Region 208,Indiana,53873.00,4438.00,52.69,84284.19,0.48,Rural,64.97,18.41,0,18.18,7.29,52.23,150.06,5.76,1.09,3.77
REG-209,Region 209,Indiana,53541.00,25830.00,641.22,67962.64,0.8,Rural,77.14,29.47,2,13.64,4.69,55.31,195.95,1.67,2.35,1.34
REG-210,Region 210,Indiana,83319.00,26925.00,739.45,52170.27,0.65,Rural,81.78,42.91,1,6.18,8.38,87.57,373.61,4.78,2.53,7.3
REG-211,Region 211,Indiana,44907.00,45246.00,536.27,44468.99,0.42,Urban,51.95,10.34,3,15.15,9.63,85.92,487.89,11.42,2.51,2.82
REG-212,Region 212,Indiana,136832.00,6015.00,733.21,47776.51,0.63,Urban,76.83,31.09,1,15.93,7.02,67.27,304.67,8.83,1.51,3.49
REG-213,Region 213,Indiana,135307.00,40636.00,408.2,81000.65,0.83,Urban,52.17,15.14,3,8.84,5.58,84.81,441.81,3.46,2.26,7.18
REG-214,Region 214,Indiana,126637.00,40838.00,615.78,52605.40,0.5,Urban,43.68,11.12,3,11.18,4.98,58.95,460.95,9.06,2,7.73
REG-215,Region 215,Indiana,62221.00,8267.00,240.52,42432.07,0.61,Urban,55.8,32.6,3,5.69,3.59,77.51,297.7,10.71,2.1,9.22
REG-216,Region 216,Indiana,91798.00,12781.00,512.51,55885.28,0.88,Urban,84.38,29.36,1,9.63,7.75,72.06,172.09,4.45,2.13,5.77
REG-217,Region 217,Indiana,65679.00,49961.00,508.69,57244.74,0.8,Rural,86.26,49.27,1,3.66,4.33,89.66,230.25,10.65,2.73,2.91
REG-218,Region 218,Indiana,97114.00,25926.00,789.91,40710.36,0.82,Urban,70.63,18.93,1,17.94,6.36,72.4,361.47,8.37,1.54,8.52
REG-219,Region 219,Indiana,131459.00,19045.00,599.64,46682.52,0.73,Urban,45.49,19.2,3,13.91,3.12,55.41,307.53,11.57,1.62,5.61
REG-220,Region 220,Indiana,46460.00,16733.00,461.49,68335.16,0.46,Urban,77.32,45.84,1,13.78,9.69,87.27,490.14,9.04,1.71,8.59
REG-221,Region 221,Indiana,68279.00,30139.00,218.31,43856.69,0.69,Rural,59.51,46.79,0,13.46,8.8,57.76,197.13,10.54,2.04,4.36
REG-222,Region 222,Indiana,41696.00,52179.00,621.73,81423.35,0.65,Rural,72.2,39.71,2,2.92,8.93,71.51,377.57,3.78,2.43,3.8
REG-223,Region 223,Indiana,56386.00,17505.00,136.85,57177.85,0.59,Urban,73.12,31.54,2,6.4,5.9,89.14,320.39,4.98,1.37,5.75
REG-224,Region 224,Indiana,27803.00,45228.00,194.11,58053.90,0.58,Rural,84.67,17.5,2,8.02,7.18,51.69,358.56,3.02,0.95,7.99
REG-225,Region 225,Indiana,16201.00,28841.00,712.93,89172.57,0.6,Urban,89.35,43.97,0,16.21,7.49,83,453.59,10.79,2.74,1.41
REG-226,Region 226,Indiana,51455.00,24353.00,314.68,57073.69,0.55,Urban,50.66,23.83,3,16.91,6.11,58.14,201.27,5.71,2.96,6.18
REG-227,Region 227,Indiana,14046.00,31527.00,664.97,59862.46,0.61,Urban,77.23,17.63,0,6.89,8.67,77.56,412.34,7.81,1.39,9.51
REG-228,Region 228,Indiana,144072.00,44391.00,288.58,68163.71,0.7,Urban,77.36,12.11,1,7,3.93,64.77,342.96,11.96,1.29,9.19
REG-229,Region 229,Indiana,11492.00,41701.00,594.06,46548.07,0.81,Urban,66.6,13.67,0,10.66,8.57,51.33,496.57,8.18,1.76,7.08
REG-230,Region 230,Indiana,81878.00,43932.00,516.07,42352.74,0.44,Urban,44.03,12.79,0,14.51,7.37,67.34,204.75,4.04,2.92,4.22
REG-231,Region 231,Indiana,38199.00,48854.00,495.15,42195.60,0.52,Urban,48.6,21.83,1,11.3,9.32,81.24,196.68,10.91,1.94,3.81
REG-232,Region 232,Indiana,25158.00,59825.00,383.01,57699.73,0.79,Urban,54.34,19.62,2,19.7,8.59,87.08,388.52,6.37,1.04,6.99
REG-233,Region 233,Indiana,77368.00,42243.00,131.03,62724.09,0.74,Urban,57.19,17.48,0,18.56,3.89,74.73,371.24,9.22,2.91,4.73
REG-234,Region 234,Indiana,93060.00,15325.00,769.21,77012.71,0.44,Urban,41.96,47.31,3,16.21,9.92,59.35,433.61,10.73,1.72,3.78
REG-235,Region 235,Indiana,127531.00,6535.00,791.59,71355.74,0.84,Urban,45.77,26.8,2,16.92,7.17,82.04,282.1,5.1,1.16,9.03
REG-236,Region 236,Indiana,40225.00,37175.00,749.26,86476.70,0.74,Rural,88.17,27.47,1,4.54,6.28,87.75,174.69,4.99,2.25,5.42
REG-237,Region 237,Indiana,113952.00,36052.00,70.73,51822.46,0.54,Rural,71.17,34.83,0,12.7,6.37,83.02,461,1.64,1.17,1.23
REG-238,Region 238,Indiana,110425.00,33692.00,341.43,42589.37,0.71,Rural,85.31,21.16,0,9.34,8.01,87.9,176.33,8.26,2.15,4.51
REG-239,Region 239,Indiana,89808.00,13139.00,607.25,73390.39,0.85,Urban,53.31,29.88,3,4.4,9.31,75.05,440.69,5.16,1.86,3.62
REG-240,Region 240,Indiana,57525.00,14128.00,103.47,43101.32,0.43,Rural,85.31,25.07,1,12.78,4.03,77.7,421.48,0.98,2.22,4.98
REG-241,Region 241,Indiana,140877.00,20722.00,298.77,46543.51,0.72,Urban,54.2,11.37,0,19.61,5.28,73.46,325.51,3.97,2.49,6.93
REG-242,Region 242,Indiana,31797.00,49210.00,794.38,69404.91,0.88,Urban,46.81,49.85,0,2.71,3.43,56.87,168.61,3.52,0.58,5.62
REG-243,Region 243,Indiana,125687.00,32039.00,134.82,60916.41,0.45,Urban,53.95,33.31,2,11.89,4.94,58.84,289.16,4.83,2.37,6.16
REG-244,Region 244,Indiana,123847.00,18829.00,355.16,89731.45,0.68,Urban,50.3,32.07,1,19.61,4.23,79.41,391.64,5,0.51,1.34
REG-245,Region 245,Indiana,20628.00,6621.00,569.83,54689.56,0.58,Rural,65.68,38.92,2,7.37,9.45,57.61,173.64,0.69,1.88,9.23
REG-246,Region 246,Indiana,143253.00,30906.00,772.42,43712.65,0.85,Urban,83.91,11.42,2,6.28,5.07,73.73,362.15,8.66,0.81,3.18
REG-247,Region 247,Indiana,139011.00,33447.00,223.54,57255.01,0.62,Urban,53.95,36.03,0,18.38,6.72,50.45,234.99,6.81,0.84,3.82
REG-248,Region 248,Indiana,18372.00,17784.00,696.73,76578.54,0.57,Rural,85.59,11.53,1,11.18,9.77,69.21,182.99,2.31,1.4,6.31
REG-249,Region 249,Indiana,116300.00,7871.00,606.29,80300.44,0.5,Urban,51.15,13.78,3,8.98,7.85,60.32,382.15,2.34,2.04,5.05
REG-250,Region 250,Indiana,112976.00,14436.00,213,64808.35,0.7,Rural,85.76,27.35,3,3,5.39,82,390.58,3.28,1.65,1.97
REG-251,Region 251,Indiana,111128.00,51158.00,373.72,52616.99,0.44,Urban,54.31,36.32,0,15.43,4.95,84.14,156.39,4.92,3,6.34
REG-252,Region 252,Indiana,61945.00,16799.00,792.87,61006.32,0.55,Urban,63.87,12.42,3,16.9,6.65,56.44,465.58,0.36,1,8.15
REG-253,Region 253,Indiana,102240.00,23164.00,518.26,50164.85,0.75,Rural,81.24,35.84,1,5.44,9.81,67.28,457.64,8.08,1.39,1.78
REG-254,Region 254,Indiana,100114.00,26830.00,522.67,66885.91,0.44,Urban,83.54,20.23,1,11.79,7,59.66,436.27,6.19,0.99,7.97
REG-255,Region 255,Indiana,49821.00,46284.00,480.29,51008.47,0.69,Rural,61.69,38.61,3,17.98,8.82,54.67,438.05,10.53,0.51,1.6
REG-256,Region 256,Indiana,133249.00,48821.00,549.09,82331.33,0.41,Urban,85.87,39.93,3,14.96,7.08,59.49,428.99,11.21,2.91,8.73
REG-257,Region 257,Indiana,119793.00,18058.00,268.52,53792.83,0.82,Rural,41.24,18.82,2,5.88,4.46,52.19,489.1,9.08,2.13,7.88
REG-258,Region 258,Indiana,56558.00,45153.00,220.13,69480.50,0.75,Rural,59.83,27.83,1,3.89,9.31,68.43,466.2,3.84,2.5,8.91
REG-259,Region 259,Indiana,148095.00,51206.00,508.94,66770.69,0.83,Urban,59.02,29.21,3,8.01,7.25,65.9,154.57,3.09,1.77,9.82
REG-260,Region 260,Indiana,85767.00,9360.00,579.57,51771.96,0.49,Rural,69.47,48.15,2,14.09,9.56,58.49,407.94,0.3,2.42,6.83
REG-261,Region 261,Indiana,14994.00,19097.00,415.24,46626.12,0.66,Rural,43.78,35.42,2,16.14,9.33,55.86,199.29,2,2.09,7.66
REG-262,Region 262,Indiana,146036.00,30098.00,691.24,56347.63,0.58,Urban,56.72,13.89,3,15.04,5.68,52.31,264.66,1.54,2.3,2.75
REG-263,Region 263,Indiana,147756.00,23303.00,631.99,47914.06,0.6,Urban,57.67,26.85,0,15.35,6.75,79.94,260.44,7.84,0.85,5.77
REG-264,Region 264,Indiana,35383.00,24739.00,794.45,69284.09,0.46,Urban,58.52,27.44,3,19.77,7.6,81.09,235.81,6.3,1.09,9.61
REG-265,Region 265,Indiana,61634.00,57133.00,660.69,50295.48,0.88,Urban,40.34,41.04,0,14.96,7.03,51.39,407.46,9.32,0.65,1.07
REG-266,Region 266,Indiana,141889.00,42746.00,541.82,66017.68,0.8,Rural,62.19,10.43,3,10.09,8.46,52.34,195.36,9.42,2.99,7.01
REG-267,Region 267,Indiana,42707.00,32431.00,723.93,67485.92,0.58,Rural,41.92,34.03,0,17.18,3.28,73.87,160.63,10.82,2.51,1.39
REG-268,Region 268,Indiana,11142.00,9204.00,324.61,83107.32,0.68,Rural,54.48,43.77,1,2.73,6.67,57.26,163.91,9.07,1.03,3.7
REG-269,Region 269,Indiana,135844.00,56083.00,409.46,70855.23,0.51,Rural,46.35,35.96,0,3.48,4.59,53.95,492.29,6.55,1.07,9.03
REG-270,Region 270,Indiana,30132.00,8242.00,191.28,78999.96,0.45,Urban,66.81,10.7,0,13.76,3.61,79.44,290.05,8.18,1.26,8.58
REG-271,Region 271,Indiana,46936.00,13239.00,708.97,46930.86,0.43,Urban,48.12,30.41,0,18.62,8.14,73.6,283.01,8.26,0.78,5.14
REG-272,Region 272,Indiana,101327.00,58089.00,169.83,80663.32,0.74,Rural,64.31,40.86,1,13.57,8.42,67.51,257.72,6.03,2.46,1.29
REG-273,Region 273,Indiana,110576.00,4735.00,691.2,45338.70,0.45,Urban,50.66,38.17,3,2.99,5.48,52.69,244.47,10.59,1.97,7.43
REG-274,Region 274,Indiana,52878.00,59620.00,101.43,45304.51,0.55,Urban,51.42,40.51,3,8.62,5.21,71.71,384.47,7.23,0.92,9.23
REG-275,Region 275,Indiana,71038.00,53679.00,485.81,66630.68,0.78,Rural,69.34,45.63,1,7.85,3.35,75.17,450.7,3.63,1.77,2.83
REG-276,Region 276,Indiana,107982.00,39419.00,778.35,86216.18,0.42,Rural,75.04,41.84,1,17.63,8.66,59.31,154.53,0.15,2.12,1.02
REG-277,Region 277,Indiana,106946.00,34642.00,651.41,63620.40,0.5,Urban,72.34,17.4,3,2.67,4.78,81.98,313.2,3.23,2.5,9.91
REG-278,Region 278,Indiana,87154.00,54196.00,72.72,83377.70,0.89,Rural,84.96,34.86,1,7.99,8.22,52.36,287.54,6.23,2.05,5.03
REG-279,Region 279,Indiana,79249.00,52886.00,531.6,83858.45,0.63,Urban,43.73,10.65,2,19.52,7.33,70.62,298.7,2.24,1.68,6.23
REG-280,Region 280,Indiana,11858.00,21718.00,301.9,64864.66,0.64,Urban,84.54,27.01,2,7.3,6.84,65.56,430.4,3.87,2.36,2.1
REG-281,Region 281,Indiana,79532.00,49800.00,406.18,41398.65,0.52,Rural,47.09,30.63,3,5.41,3.86,61.27,476.01,9,2.4,1.26
REG-282,Region 282,Indiana,15793.00,8555.00,192.46,50431.86,0.8,Urban,67.07,46.88,1,6.33,6.44,57.97,488.77,3.24,1.3,9.6
REG-283,Region 283,Indiana,68469.00,43385.00,421.8,70555.57,0.52,Rural,77.07,28.74,0,14.93,3.01,65.85,376.01,4.75,0.84,7.95
REG-284,Region 284,Indiana,36750.00,10803.00,737.93,72957.89,0.56,Urban,81.87,34.13,2,6.29,9.29,60.82,270.59,7.58,2.75,4.29
REG-285,Region 285,Indiana,95525.00,24618.00,449.55,62971.21,0.78,Rural,65.11,42.75,3,16.02,8.04,70.09,307.69,11.42,1.86,5.74
REG-286,Region 286,Indiana,109602.00,48110.00,763,51911.29,0.69,Rural,60.85,32.6,1,5.85,9.85,68.17,468.92,5.36,1.03,3.55
REG-287,Region 287,Indiana,57704.00,42006.00,601.06,62022.21,0.71,Rural,65.26,46.94,2,5.57,5.7,70.43,317.06,9.74,2.86,9.81
REG-288,Region 288,Indiana,34782.00,35612.00,545.05,52159.99,0.84,Rural,41.67,44.26,0,11.35,6.61,64.32,448.84,4.91,0.51,7.08
REG-289,Region 289,Indiana,44410.00,17071.00,577.6,45790.28,0.49,Rural,86.17,28.41,0,17.29,4.07,82.95,343.23,9.48,1.67,4.51
REG-290,Region 290,Indiana,46544.00,11649.00,258.81,63191.16,0.48,Urban,79.19,44.27,0,2.11,3.19,86.55,404.08,0.33,1.7,2.81
REG-291,Region 291,Indiana,36495.00,41227.00,150.84,44974.19,0.54,Rural,40.72,29.16,0,17.44,3.08,69.22,376.94,4.44,1.19,4.49
REG-292,Region 292,Indiana,88287.00,25462.00,463.02,69032.59,0.7,Urban,57.07,32.43,0,12.62,8.86,56.17,466.45,0.2,0.85,6.35
REG-293,Region 293,Indiana,100992.00,33120.00,747.84,51274.97,0.61,Rural,67.03,29.66,0,18.48,4.88,61.47,251.7,6.34,1.72,1.75
REG-294,Region 294,Indiana,43782.00,10320.00,197.84,58570.47,0.89,Urban,74.06,21.3,1,4.45,7.87,53.21,245.14,8,1.3,3.47
REG-295,Region 295,Indiana,62964.00,20982.00,219.26,45740.58,0.87,Urban,71.55,20.71,2,13.88,3.01,57.41,486.66,10.33,0.76,9.5
REG-296,Region 296,Indiana,10412.00,57437.00,599.2,48581.00,0.81,Urban,89.63,16.2,3,14.35,7.12,88.18,425.61,6.66,2.94,2.1
REG-297,Region 297,Indiana,121501.00,4919.00,324.72,47913.31,0.71,Rural,73.66,36.81,0,6.96,6.33,73.74,266.69,1.5,0.54,6.27
REG-298,Region 298,Indiana,15088.00,57469.00,226.85,69745.82,0.85,Rural,80.23,38.35,3,15.02,5.93,84.53,474.17,2.55,0.63,4.62
REG-299,Region 299,Indiana,119149.00,51490.00,494.1,77436.61,0.77,Rural,74.72,17.77,2,7.11,7.72,69.89,416.25,7.18,0.68,10
REG-300,Region 300,Indiana,13403.00,10619.00,634.01,72811.68,0.81,Urban,70.21,49.69,1,2.74,7.64,76.29,330.08,8.16,1.66,5.15
REG-301,Region 301,Indiana,125960.00,41936.00,757.75,78100.46,0.69,Urban,55.47,42.93,1,11.26,7.12,86.2,477.28,10.36,0.61,9.77
REG-302,Region 302,Indiana,101435.00,27230.00,423.05,50510.19,0.78,Urban,80.11,17.5,3,13.83,3.8,82.75,150.5,1.67,2.56,3.41
REG-303,Region 303,Indiana,47790.00,48091.00,359.13,57603.54,0.45,Rural,49.82,19.4,1,9.45,8.51,59.18,377.13,11.22,2.41,2.52
REG-304,Region 304,Indiana,34654.00,21813.00,767.3,74987.99,0.82,Urban,56.09,13.94,1,2.17,3.49,73.1,281.43,10.99,2.09,2
REG-305,Region 305,Indiana,130793.00,50590.00,245.52,47282.38,0.6,Rural,87.17,25.99,3,16.42,5.5,78.38,294.51,2.55,2.4,3.51
REG-306,Region 306,Indiana,109617.00,24061.00,766.49,43607.28,0.85,Urban,63.85,20.74,1,17.11,3.16,86.5,274.62,8.08,1.46,6.62
REG-307,Region 307,Indiana,142767.00,58843.00,491.04,72605.16,0.64,Urban,55.05,33.47,2,3.7,6.6,77.76,241.57,8.01,1.5,9
REG-308,Region 308,Indiana,104040.00,28422.00,230.1,68338.12,0.54,Rural,76.26,38.76,2,19.54,9.34,62.17,205.4,4.61,2.62,4.74
REG-309,Region 309,Indiana,124666.00,27080.00,294.98,63831.68,0.63,Urban,69.26,22.47,2,19.94,6.73,84.47,223.07,7.17,1.14,9.98
REG-310,Region 310,Indiana,101637.00,55428.00,795.5,63706.63,0.62,Urban,56.75,34.01,3,13.96,4.28,53.85,455.48,8.92,1.52,5.29
REG-311,Region 311,Indiana,139264.00,59634.00,566.18,59121.47,0.42,Urban,60.44,41.1,0,2.15,9.57,74.47,182.63,2.43,2.24,2.38
REG-312,Region 312,Indiana,147173.00,29935.00,212.8,44798.40,0.44,Urban,51.81,47.95,1,11.53,7.13,53.35,263.07,0.74,1.69,4.38
REG-313,Region 313,Indiana,51134.00,56732.00,83.93,52334.99,0.8,Rural,65.48,29.28,3,2,8.94,87.35,324.81,1.06,0.59,1.28
REG-314,Region 314,Indiana,71115.00,42200.00,621.36,47157.99,0.64,Urban,51.82,31.51,1,9.94,3.95,67.87,372.2,7.29,1.49,4.9
REG-315,Region 315,Indiana,62187.00,49925.00,608.21,65975.73,0.53,Urban,64.34,29.19,1,2.08,9.96,66.21,216.19,7.77,2.36,9.11
REG-316,Region 316,Indiana,140472.00,45764.00,327.66,54150.22,0.75,Urban,61.29,23.44,0,17.35,5.04,51.87,429.64,8.15,0.59,5.43
REG-317,Region 317,Indiana,51368.00,54831.00,748.87,67358.75,0.54,Urban,57.68,23.16,0,4.94,6.66,55.05,467.64,0.01,1.78,7.07
REG-318,Region 318,Indiana,140415.00,57749.00,517.91,87608.18,0.72,Urban,54.32,32.48,1,15.22,4.7,71.78,316.58,6.93,2.74,5.2
REG-319,Region 319,Indiana,70861.00,13786.00,769.35,67533.83,0.84,Rural,77.65,35.28,1,2.9,5.64,63.05,281.96,5.01,1.46,7.97
REG-320,Region 320,Indiana,79995.00,59722.00,640.63,76854.09,0.53,Urban,64.06,29.54,0,19.28,5.31,89.15,255.58,5.62,1.22,7.04
REG-321,Region 321,Indiana,48364.00,44319.00,513.85,63871.30,0.77,Rural,53.3,12.88,1,8.05,4.53,62.35,480.32,7.6,0.54,2.08
REG-322,Region 322,Indiana,23896.00,25930.00,775.15,54664.95,0.84,Urban,71.54,20.21,2,19.72,4.59,54.37,392.87,7.21,2.34,8.57
REG-323,Region 323,Indiana,82996.00,59460.00,416.79,70243.82,0.55,Rural,88.36,20.55,1,8.7,5.52,84.49,228.46,2.64,1.27,3.59
REG-324,Region 324,Indiana,102273.00,46180.00,196.96,74694.45,0.75,Urban,86.62,35.86,0,4.32,3.77,85.72,456.08,2.85,1.44,2.96
REG-325,Region 325,Indiana,143882.00,32247.00,393.07,77923.46,0.46,Urban,56.07,16.32,2,19.11,3.63,79.09,433.33,1.08,1.75,4.92
REG-326,Region 326,Indiana,54634.00,26141.00,62.46,47704.31,0.89,Rural,51.38,20.87,0,8.98,5.12,80.29,305.48,11.49,2.44,8.46
REG-327,Region 327,Indiana,77225.00,11891.00,571.6,43491.69,0.87,Urban,83.95,24.64,2,11.73,3.06,59.5,271.94,4,1.53,4.69
REG-328,Region 328,Indiana,90495.00,45384.00,313.94,63717.24,0.85,Urban,86.26,12.26,2,14.06,6.64,56.09,429.56,10.54,2.97,5.2
REG-329,Region 329,Indiana,105687.00,36045.00,570.01,40901.74,0.67,Rural,64.97,44.07,0,11.74,6.65,55.88,488.18,1.15,1.14,9.65
REG-330,Region 330,Indiana,104648.00,33568.00,551.41,47830.89,0.77,Urban,50.24,47.28,1,15.84,5.19,87.48,436.05,0.88,1.39,6.81
REG-331,Region 331,Indiana,28034.00,31513.00,329.53,59071.61,0.9,Urban,63.7,48.38,2,18.67,5.24,72.77,190.11,8.31,0.79,1
REG-332,Region 332,Indiana,34627.00,54730.00,475.85,83616.53,0.74,Urban,76.01,48.31,1,3.23,7.78,68.11,421.79,11.51,1.5,1.85
REG-333,Region 333,Indiana,21835.00,47302.00,228.66,53936.67,0.5,Rural,85.12,32.29,3,11.69,3.8,50.13,486.5,6.89,2.8,6.55
REG-334,Region 334,Indiana,122755.00,57532.00,374.08,64564.06,0.61,Urban,56.89,11.33,1,17.29,5.27,51.71,172.2,8.62,1.8,7.74
REG-335,Region 335,Indiana,23978.00,8704.00,347.3,51064.62,0.78,Urban,46.25,42.9,3,2.08,4.39,82.47,216.76,4.43,1.01,2.52
REG-336,Region 336,Indiana,65103.00,38505.00,215.89,55651.31,0.78,Rural,74.96,27.6,1,9.37,9.51,64.59,447.66,7.46,1.34,3.73
REG-337,Region 337,Indiana,50837.00,11204.00,299.92,78760.59,0.44,Urban,54.27,18.65,0,12.58,7.09,73.29,299.8,4.42,1.66,6.53
REG-338,Region 338,Indiana,20436.00,19450.00,298.73,42117.34,0.49,Rural,86.6,32.69,1,18.87,7.68,52.24,235.49,4.64,1.89,5.47
REG-339,Region 339,Indiana,62384.00,19079.00,139.56,75226.88,0.83,Urban,47.52,20.21,1,17.46,7.24,82.9,279.57,1.12,0.93,1.16
REG-340,Region 340,Indiana,17739.00,8979.00,635.98,64037.53,0.64,Urban,66.78,28.77,1,17.95,7.56,58.38,190.72,5.64,1.56,8.99
REG-341,Region 341,Indiana,63205.00,19767.00,713.04,45924.31,0.69,Rural,68.71,19.54,0,17.61,9.49,56.2,178.1,5.36,1.07,2.99
REG-342,Region 342,Indiana,76566.00,7570.00,99.28,68039.89,0.79,Urban,51.46,16.37,1,11.51,3.74,58.72,189.7,8.06,2.77,8.44
REG-343,Region 343,Indiana,125549.00,32710.00,638.14,79642.74,0.78,Urban,59.84,49.1,3,14.89,3.34,58.88,452.35,8.49,1.93,4.4
REG-344,Region 344,Indiana,84406.00,46533.00,432.21,48498.49,0.81,Urban,44.12,42.78,2,4.44,8.21,89.41,208.34,10.78,1.11,8.95
